Product Handle,Vendor,Title,Barcode,Has Image,Has Variant Images,Has Description,Has Product Type,Has Tags
faction-x-vuarnet-artic-jacket-3l,Faction,Faction X Vuarnet Artic Jacket 3L,,false,false,false,true,true
