Handle,Option Name,Option Value,Image Src,Confidence,Warning
faction-x-vuarnet-artic-jacket-3l,__all__,,https://factionskis.com/cdn/shop/files/Faction-Vuarnet-Neckwarmer-1.jpg?v=1701181330&width=480,84,ASSIGN_TO_ALL_VARIANTS
