handle,vendor,status,match_confidence,warnings,output_rows_count,error_message,processing_time_ms
faction-x-vuarnet-artic-jacket-3l,Faction,UPDATED,95,IMAGE_SKIPPED: unsupported format: .gif — https://factionskis.com/cdn/shopifycloud/storefront/assets/no-image-50-e6fb86f4_,3,,27229
